id,sanctions_translated,sanctions_lemmatized,final_label
interpol-red-2017-5756,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2017-189364,"""participation in the activity of terrorist organization; training in order to participate in terrorist activity""",participation in the activity of terrorist organization train in order to participate in terrorist activity,terrorism
interpol-red-2017-271857,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-39227,"""participation in terrorist organization; participation in illegal armed formation""",participation in terrorist organization participation in illegal armed formation,terrorism
interpol-red-2025-64003,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation.""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2018-40287,terrorist organizations,terrorist organization,terrorism
interpol-red-2017-6262,"""getting trained with the aim of terrorist activity; participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",get train with the aim of terrorist activity participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2019-131508,"""1) participation in terrorist organization; 2) participation in illegal armed formation.""",participation in terrorist organization participation in illegal armed formation,terrorism
interpol-red-2018-18383,terrorist organizations,terrorist organization,terrorism
interpol-red-2019-131356,terrorist organizations,terrorist organization,terrorism
interpol-red-2019-35913,"""getting trained with the aim of terrorist activity; participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",get train with the aim of terrorist activity participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2020-10978,"participation in terrorist organization, participation in illegal armed formation.",participation in terrorist organization participation in illegal armed formation,terrorism
interpol-red-2020-57848,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2020-40871,"""organization of activity of the terrorist organization and participation in activity of such organization. 
participation in illegal armed formation.""",organization of activity of the terrorist organization and participation in activity of such organization participation in illegal armed formation,terrorism
interpol-red-2019-36544,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-51238,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2017-285409,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2018-68170,terrorist organizations,terrorist organization,terrorism
interpol-red-2019-18131,"""participation in the activity of terrorist organization.
participation in illegal armed formation.""",participation in the activity of terrorist organization participation in illegal armed formation,terrorism
interpol-red-2017-262545,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2019-122091,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2019-84903,terrorist organizations,terrorist organization,terrorism
interpol-red-2021-12390,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2017-292577,"participation in terrorist organization, participation in illegal armed formation",participation in terrorist organization participation in illegal armed formation,terrorism
NK-aWWz3vnGJPk4FRcQBs9jd6,"""participation in an illegal armed formation; participation in terrorist organization""",participation in an illegal armed formation participation in terrorist organization,terrorism
NK-UJfwBYKccj4X5xNBRzBz8L,"""participation in illegal armed formation; getting trained with the aim of terrorist activity; contributing to terrorist activity.""",participation in illegal armed formation get train with the aim of terrorist activity contribute to terrorist activity,terrorism
interpol-red-2017-162226,"""getting trained with the aim of terrorist activity; participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",get train with the aim of terrorist activity participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2020-6241,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2016-45306,"""1) participation in illegal armed formation; 2) getting trained for terrorist activity; 3) participation in terrorist organization""",participation in illegal armed formation get train for terrorist activity participation in terrorist organization,terrorism
interpol-red-2017-2380,"""getting trained with the aim of terrorist activity; participation in the activity of a terrorist organization; participation in an illegal armed formation""",get train with the aim of terrorist activity participation in the activity of a terrorist organization participation in an illegal armed formation,terrorism
interpol-red-2021-70854,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2019-2607,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-45018,"participation in activities of a terrorist organization, participation in activities of an illegal armed formation",participation in activity of a terrorist organization participation in activity of an illegal armed formation,terrorism
interpol-red-2022-22774,participation in the aktivity of a terrorist organization,participation in the aktivity of a terrorist organization,terrorism
interpol-red-2024-58788,participation in the terrorist community,participation in the terrorist community,terrorism
interpol-red-2018-78481,terrorist organizations,terrorist organization,terrorism
NK-66zsTdJ6KyCvSSXc2vv9NG,"""1) participation in illegal armed formation;
2) getting trained for terrorist activity;
3) participation in terrorist organization""",participation in illegal armed formation get train for terrorist activity participation in terrorist organization,terrorism
interpol-red-2016-23479,"""participation in illegal armed formation;
participation in the activity of a terrorist organization""",participation in illegal armed formation participation in the activity of a terrorist organization,terrorism
interpol-red-2019-24664,terrorist organizations,terrorist organization,terrorism
interpol-red-2022-7585,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2020-38673,"""participation in activity of  terrorist organization. 
participation in illegal armed formation.""",participation in activity of terrorist organization participation in illegal armed formation,terrorism
interpol-red-2020-82965,"""organization of recruitment into illegal armed formation
; 
participation in terrorist organization.""",organization of recruitment into illegal armed formation participation in terrorist organization,terrorism
interpol-red-2020-74655,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2018-69936,terrorist organizations,terrorist organization,terrorism
interpol-red-2021-76619,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2017-255616,terrorist organizations,terrorist organization,terrorism
interpol-red-2022-68328,"""organization of activity of the terrorist organization and participation in activity of such organization; participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2017-256848,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-70961,participation in activity of terrorist organization,participation in activity of terrorist organization,terrorism
interpol-red-2018-56613,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
NK-AHhfwDDUVf2RUzHSA29sqq,"""participation in an illegal armed formation; participation in terrorist organization.""",participation in an illegal armed formation participation in terrorist organization,terrorism
interpol-red-2015-85359,"participation in illegal armed formation, participation in terrorist organization",participation in illegal armed formation participation in terrorist organization,terrorism
interpol-red-2019-49228,"""participation in an illegal armed formation; participation in activity of a terrorist organisation""",participation in an illegal armed formation participation in activity of a terrorist organisation,terrorism
interpol-red-2018-86643,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2022-38521,"""getting trained with the aim of terrorist activity; participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",get train with the aim of terrorist activity participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2019-14895,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-78179,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2017-5178,"participation in illegal armed formation, participation in the activity of a terrorist organization",participation in illegal armed formation participation in the activity of a terrorist organization,terrorism
interpol-red-2021-6400,"""participation in illegal armed formation; participation in terrorist organization""",participation in illegal armed formation participation in terrorist organization,terrorism
interpol-red-2022-85467,"""organization of activity of the terrorist organization and participation in activity of such organization; participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2017-132779,terrorist organizations,terrorist organization,terrorism
interpol-red-2017-8441,"""participation in illegal armed formation;
participation in the activity of a terrorist organization;""",participation in illegal armed formation participation in the activity of a terrorist organization,terrorism
interpol-red-2019-103672,organization of activity of the terrorist organization and participation in activity of such organization. participation in illegal armed formation.,organization of activity of the terrorist organization and participation in activity of such organization participation in illegal armed formation,terrorism
interpol-red-2020-63910,"""getting trained with the aim of terrorist activity; participation in terrorist organization ; participation in illegal armed formation.""",get train with the aim of terrorist activity participation in terrorist organization participation in illegal armed formation,terrorism
interpol-red-2021-81798,"""participation in the activity of a terrorist organization;""",participation in the activity of a terrorist organization,terrorism
interpol-red-2015-25580,"""participation  in illegal armed formation
participation in activity of a terrorist organization""",participation in illegal armed formation participation in activity of a terrorist organization,terrorism
interpol-red-2015-25595,"""organization of activity of the terrorist organization and participation in activity of such organization; participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2020-20037,"""participation in illegal armed formation, participation in the activity of a terrorist organization; contributing to terrorist activity""",participation in illegal armed formation participation in the activity of a terrorist organization contribute to terrorist activity,terrorism
interpol-red-2016-91625,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
NK-FkFPG3xjTLwGVCddPf9AiX,"for training in order to carry out terrorist activities, organization of activities of a terrorist organization and participation in the activities of the organization, organisation of an illegal armed formation, or participation in it",for training in order to carry out terrorist activity organization of activity of a terrorist organization and participation in the activity of the organization organisation of an illegal armed formation or participation in it,terrorism
interpol-red-2018-85756,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2019-58038,participation in terrorist organisation.,participation in terrorist organisation,terrorism
interpol-red-2017-202991,"participation in terrorist organization, participation in an illegal armed formation",participation in terrorist organization participation in an illegal armed formation,terrorism
interpol-red-2018-61373,"""participation in the activity of a terrorist organization; participation in illegal armed formation""",participation in the activity of a terrorist organization participation in illegal armed formation,terrorism
interpol-red-2020-59664,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2025-86800,"participation in the activity of a terrorist organization, participation in the activity of an illegal armed formation.",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2019-99776,"""organization of activity of the terrorist organization and participation in activity of such organization. 
participation in illegal armed formation.""",organization of activity of the terrorist organization and participation in activity of such organization participation in illegal armed formation,terrorism
interpol-red-2020-87037,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2023-12628,"""organization of activity of the terrorist organization and participation in activity of such organization; participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2018-106896,"participation in the activity of terrorist organization, getting trained with the aim pf terrorist activity",participation in the activity of terrorist organization get train with the aim pf terrorist activity,terrorism
interpol-red-2019-104208,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-1871,terrorist organizations,terrorist organization,terrorism
interpol-red-2022-7891,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2020-34963,"""participation in the activity of terrorist organization. 
participation in illegal armed formation.""",participation in the activity of terrorist organization participation in illegal armed formation,terrorism
interpol-red-2019-131306,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2021-83412,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2017-188913,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2018-2716,"""organization of activity of the terrorist organization and participation in activity of such organization.
participation in illegal armed formation.""",organization of activity of the terrorist organization and participation in activity of such organization participation in illegal armed formation,terrorism
interpol-red-2017-289999,"""ttraining in specialized camp for the purpose of terrorist activity. participation in the activity of a terrorist organization;""",ttraine in specialized camp for the purpose of terrorist activity participation in the activity of a terrorist organization,terrorism
interpol-red-2017-15320,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2023-56512,"""organization of activity of the terrorist organization and participation in activity of such organization; participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2020-28652,"participation in the activity of an illegal armed formation, participation in the activity of a terrorist organization",participation in the activity of an illegal armed formation participation in the activity of a terrorist organization,terrorism
NK-4kBiCt6tGtxDDnaNdKvzfS,"""participation in the activity of an illegal armed formation; participation in the activity of a terrorist organization""",participation in the activity of an illegal armed formation participation in the activity of a terrorist organization,terrorism
NK-BUAHMYRtydafKa4zuTyLLb,"""1) participation in an illegal armed formation; 2) participation in a terrorist organization; 3) getting trained for terrorist activity; 4) facilitating terrorist activities (recruiting)""",participation in an illegal armed formation participation in a terrorist organization get train for terrorist activity facilitate terrorist activity recruit,terrorism
interpol-red-2019-114149,"""participation in the activity of a terrorist organization; participation in illegal armed formation""",participation in the activity of a terrorist organization participation in illegal armed formation,terrorism
interpol-red-2017-254789,"""participation in the activity of terrorist organization.
participation in illegal armed formation.""",participation in the activity of terrorist organization participation in illegal armed formation,terrorism
interpol-red-2021-82146,organization of activity of the terrorist organization and participation in activity of such organization.,organization of activity of the terrorist organization and participation in activity of such organization,terrorism
interpol-red-2020-62732,participation in activity of a terrorist organization. participation in activity of an illegal armed formation.,participation in activity of a terrorist organization participation in activity of an illegal armed formation,terrorism
interpol-red-2023-25206,"""participation in activities of a terrorist organization;
participation in activities of an illegal armed formation.""",participation in activity of a terrorist organization participation in activity of an illegal armed formation,terrorism
interpol-red-2019-26064,terrorist organizations,terrorist organization,terrorism
interpol-red-2023-36039,"""organization of activity of the terrorist organization and participation in activity of such organization; participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2017-11362,"""participation in the activity of a terrorist organization;""",participation in the activity of a terrorist organization,terrorism
interpol-red-2021-6008,"""participation in terrorist organization;participation in illegal armed formation""",participation in terrorist organization;participation in illegal armed formation,terrorism
NK-QpzHgqL4xkvEeBGCNPFMMd,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2024-1690,"""participation in the activities of a terrorist organization; participation in an illegal armed formation""",participation in the activity of a terrorist organization participation in an illegal armed formation,terrorism
interpol-red-2018-7779,terrorist organizations,terrorist organization,terrorism
interpol-red-2018-67042,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-69250,"""participation in the activity of a terrorist organization; participation in illegal armed formation""",participation in the activity of a terrorist organization participation in illegal armed formation,terrorism
interpol-red-2021-19418,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2018-70252,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-4765,"""participation in the activity of terrorist organization, 
participation in illegal armed formation""",participation in the activity of terrorist organization participation in illegal armed formation,terrorism
interpol-red-2019-111806,"""contributing to terrorist activity; training for implementation of terrorist activity; participation in an illegal armed formation""",contribute to terrorist activity training for implementation of terrorist activity participation in an illegal armed formation,terrorism
interpol-red-2017-283101,terrorist organizations,terrorist organization,terrorism
interpol-red-2022-13706,"""getting trained with the aim of terrorist activity; participation in the activity of a terrorist organization""",get train with the aim of terrorist activity participation in the activity of a terrorist organization,terrorism
interpol-red-2020-67023,"participation in activity of the terrorist organization, participation in illegal armed formation.",participation in activity of the terrorist organization participation in illegal armed formation,terrorism
interpol-red-2017-168030,"""1) participation in illegal armed formation; 2) participation in terrorist organization""",participation in illegal armed formation participation in terrorist organization,terrorism
interpol-red-2017-198838,terrorist organizations,terrorist organization,terrorism
NK-Pk9HTtCbtGTFTtvmAwu8UQ,"participation in the activity of a terrorist organization, participation in an illegal armed formation, getting trained with the purpose of terrorist activity",participation in the activity of a terrorist organization participation in an illegal armed formation get train with the purpose of terrorist activity,terrorism
interpol-red-2017-280136,"""getting trained with the aim of terrorist activity;
participation in illegal armed formation.""",get train with the aim of terrorist activity participation in illegal armed formation,terrorism
interpol-red-2018-48372,"participation in the activity of an illegal armed formation, participation in the activity of a terrorist organization",participation in the activity of an illegal armed formation participation in the activity of a terrorist organization,terrorism
NK-ieC3RaW9n6RvxaQKFL6b7i,"""getting trained with the aim of terrorist activity, 
participation in illegal armed formation""",get train with the aim of terrorist activity participation in illegal armed formation,terrorism
interpol-red-2017-256842,terrorist organizations,terrorist organization,terrorism
interpol-red-2016-19313,"participation in illegal armed formation, participation in terrorist activity.",participation in illegal armed formation participation in terrorist activity,terrorism
interpol-red-2020-75881,"participation in terrorist organization, participation in illegal armed formation",participation in terrorist organization participation in illegal armed formation,terrorism
NK-o6HkcSrUtvCmQEBb9Usm6Q,"participation in an illegal armed formation, training for the purpose of carrying out terrorist activities, participation in the activity of a terrorist organization",participation in an illegal armed formation training for the purpose of carry out terrorist activity participation in the activity of a terrorist organization,terrorism
interpol-red-2022-32933,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2017-11175,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2016-36957,"""participation in the activity of terrorist organization; participation in illegal armed formation.""",participation in the activity of terrorist organization participation in illegal armed formation,terrorism
interpol-red-2019-130862,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2019-26042,terrorist organizations,terrorist organization,terrorism
interpol-red-2019-102608,"""getting trained with the aim of terrorist activity; participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",get train with the aim of terrorist activity participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2015-3860,"participation in the activity of a terrorist organization, participation in an illegal armed formation",participation in the activity of a terrorist organization participation in an illegal armed formation,terrorism
interpol-red-2017-8409,"""participation in the activity of terrorist organization; participation in illegal armed formation, getting trained with the aim of terrorist activity/.""",participation in the activity of terrorist organization participation in illegal armed formation get train with the aim of terrorist activity/.,terrorism
interpol-red-2020-14734,participation in the activity of a terrorist organisation.,participation in the activity of a terrorist organisation,terrorism
interpol-red-2021-53660,"""participation in an illegal armed formation; participation in a terrorist organisation""",participation in an illegal armed formation participation in a terrorist organisation,terrorism
interpol-red-2018-81900,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2018-14870,terrorist organizations,terrorist organization,terrorism
interpol-red-2021-22902,assistance to terrorist activity,assistance to terrorist activity,terrorism
interpol-red-2023-11784,terrorist organizations,terrorist organization,terrorism
interpol-red-2022-47256,"""organization of activity of the terrorist organization and participation in activity of such organization.
participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2019-123977,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2020-77439,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2021-29119,"""participation in activity of a terrorist organization; participation in an illegal armed formation""",participation in activity of a terrorist organization participation in an illegal armed formation,terrorism
interpol-red-2022-2983,"participation in the activity of an illegal armed formation, terrorist financing organization, terrorist financing organization",participation in the activity of an illegal armed formation terrorist financing organization terrorist financing organization,terrorism
interpol-red-2017-271877,terrorist organizations,terrorist organization,terrorism
interpol-red-2018-92761,terrorist organizations,terrorist organization,terrorism
interpol-red-2024-6654,"""organization of activity of the terrorist organization and participation in activity of such organization; participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2017-256061,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-79856,participation in the activity of terrorist organization,participation in the activity of terrorist organization,terrorism
interpol-red-2020-85903,"""participation in an illegal armed formation; participation in a terrorist organization""",participation in an illegal armed formation participation in a terrorist organization,terrorism
interpol-red-2018-40847,participation in the activity of terrorist organization.,participation in the activity of terrorist organization,terrorism
interpol-red-2019-105070,"""participation in terrorist organization;  participation in terrorist organization""",participation in terrorist organization participation in terrorist organization,terrorism
interpol-red-2020-23879,"""participation in the activity of a terrorist organization; 
participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2021-8750,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2019-131548,organization of activity of the terrorist organization and participation in activity of such organization,organization of activity of the terrorist organization and participation in activity of such organization,terrorism
interpol-red-2020-7086,participation in the  activity of  terrorist organization,participation in the activity of terrorist organization,terrorism
interpol-red-2006-30610,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2018-14876,terrorist organizations,terrorist organization,terrorism
interpol-red-2021-56981,participation in activity of a terrorist organization. participation in activity of an illegal armed formation.,participation in activity of a terrorist organization participation in activity of an illegal armed formation,terrorism
interpol-red-2015-76067,"""participation in illegal armed formation;  participation in terrorist organization; getting trained with the aim of terrorist activity.""",participation in illegal armed formation participation in terrorist organization get train with the aim of terrorist activity,terrorism
interpol-red-2023-66472,"""participation in the activity of an illegal armed formation; participation in the activity of a terrorist organization; getting trained with the aim of terrorist activity; inducing a person to commit a crime, stipulated by sec. 2 art. 208 of the russian penal code""",participation in the activity of an illegal armed formation participation in the activity of a terrorist organization get train with the aim of terrorist activity induce a person to commit a crime stipulate by sec art of the russian penal code,terrorism
interpol-red-2018-53221,participation in the activity of a terrorist organization.,participation in the activity of a terrorist organization,terrorism
interpol-red-2017-283059,terrorist organizations,terrorist organization,terrorism
interpol-red-2016-75415,"participation in illegal armed formation, participation in the activity of terrorist organization",participation in illegal armed formation participation in the activity of terrorist organization,terrorism
interpol-red-2017-190563,participation in terrorist activities,participation in terrorist activity,terrorism
interpol-red-2019-35293,terrorist organizations,terrorist organization,terrorism
interpol-red-2018-56345,terrorist organizations,terrorist organization,terrorism
interpol-red-2017-285592,"""participation in an illegal armed formation; participation in terrorist organization.""",participation in an illegal armed formation participation in terrorist organization,terrorism
interpol-red-2023-55097,"""organization of activity of the terrorist organization and participation in activity of such organization; participation in the illegal armed formations.""",organization of activity of the terrorist organization and participation in activity of such organization participation in the illegal armed formation,terrorism
interpol-red-2020-30599,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2021-38070,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2019-103973,terrorist organizations,terrorist organization,terrorism
interpol-red-2022-49193,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2018-77607,"""organization of activity of the terrorist organization and participation in activity of such organization.
participation in illegal armed formation.""",organization of activity of the terrorist organization and participation in activity of such organization participation in illegal armed formation,terrorism
interpol-red-2020-49433,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2016-70029,"""participation in the activity of terrorist organization; participation in illegal armed formation.""",participation in the activity of terrorist organization participation in illegal armed formation,terrorism
interpol-red-2019-53382,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-10556,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2016-22134,"""getting trained with the aim of terrorist activity
 participation in illegal armed formation""",get train with the aim of terrorist activity participation in illegal armed formation,terrorism
interpol-red-2017-293453,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2018-35464,terrorist organizations,terrorist organization,terrorism
interpol-red-2017-154995,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2020-33578,"""participation in illegal armed fromation; participation in terrorist organization""",participation in illegal armed fromation participation in terrorist organization,terrorism
interpol-red-2019-44001,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2022-18594,"participation in the activity of a terrorist organization, participation in the activity of an illegal armed formation.",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2016-77644,"""1) getting trained for terrorist activity; 2) participation in terrorist organization; 3) participation in illegal armed formation""",get train for terrorist activity participation in terrorist organization participation in illegal armed formation,terrorism
interpol-red-2020-80054,participation in activity of the terrorist organization,participation in activity of the terrorist organization,terrorism
interpol-red-2023-39945,"""participation in the activity of an illegal armed formation; participation in the activity of a terrorist organization""",participation in the activity of an illegal armed formation participation in the activity of a terrorist organization,terrorism
interpol-red-2017-170534,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2018-77745,terrorist organizations,terrorist organization,terrorism
interpol-red-2019-68475,terrorist organizations,terrorist organization,terrorism
interpol-red-2022-23102,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2021-72348,"""participation in the activity of a terrorist organization;
participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2018-7155,terrorist organizations,terrorist organization,terrorism
interpol-red-2016-70779,"""contribution to the terrorist activity; participation in the activity of terrorist organization; participation in illegal armed formation.""",contribution to the terrorist activity participation in the activity of terrorist organization participation in illegal armed formation,terrorism
interpol-red-2016-4574,"""recruitment for terrorist activity, participation in illegal armed formation

; participation in terrorist organization.""",recruitment for terrorist activity participation in illegal armed formation participation in terrorist organization,terrorism
interpol-red-2020-79854,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2015-61022,"participation in activity of terrorist group, leaving canada to participate in activity of terrorist group, facilitating terrorist activity",participation in activity of terrorist group leave canada to participate in activity of terrorist group facilitate terrorist activity,terrorism
interpol-red-2020-72489,"""organization of activity of the terrorist organization and participation in activity of such organization. 
participation in illegal armed formation.""",organization of activity of the terrorist organization and participation in activity of such organization participation in illegal armed formation,terrorism
interpol-red-2018-67318,terrorist organizations,terrorist organization,terrorism
interpol-red-2021-53879,participation in activity of a terrorist organization. participation in activity of an illegal armed formation.,participation in activity of a terrorist organization participation in activity of an illegal armed formation,terrorism
interpol-red-2016-61917,"""1) recruiting and instigation to participation in illegal armed formation or terrorist organization; 2) participation in illegal armed formation""",recruiting and instigation to participation in illegal armed formation or terrorist organization participation in illegal armed formation,terrorism
interpol-red-2017-163935,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2017-234832,terrorist organizations,terrorist organization,terrorism
interpol-red-2020-63855,"""facilitating terrorist activities; participation in terrorist organization; 
participation in illegal armed formation""",facilitate terrorist activity participation in terrorist organization participation in illegal armed formation,terrorism
interpol-red-2018-67802,terrorist organizations,terrorist organization,terrorism
interpol-red-2017-279869,terrorist organizations,terrorist organization,terrorism
interpol-red-2015-82886,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2018-75401,"""participation in terrorist organization. 
participation in illegal armed formation.""",participation in terrorist organization participation in illegal armed formation,terrorism
interpol-red-2020-38332,getting trained with the aim of terrorist activity,get train with the aim of terrorist activity,terrorism
interpol-red-2020-77431,participation in the activity of a terrorist organization,participation in the activity of a terrorist organization,terrorism
interpol-red-2020-59674,participation in terrorist organization,participation in terrorist organization,terrorism
interpol-red-2021-22309,"""participation in the activity of a terrorist organization; participation in the activity of an illegal armed formation""",participation in the activity of a terrorist organization participation in the activity of an illegal armed formation,terrorism
interpol-red-2021-80461,organization of activity of the terrorist organization and participation in activity of such organization. participation in illegal armed formation.,organization of activity of the terrorist organization and participation in activity of such organization participation in illegal armed formation,terrorism
